39476  #SUP: 1 #UTIL: 39
25043 30085 2996 39688  #SUP: 1 #UTIL: 1666
18391 8335  #SUP: 1 #UTIL: 1668
36914 40589 39687 16975  #SUP: 1 #UTIL: 1669
42918  #SUP: 2 #UTIL: 75
42918 1831 31295 1832 26160 1833 1852  #SUP: 1 #UTIL: 1619
28306 12323 14282 39256 39407 18562 21850 21893 39684  #SUP: 1 #UTIL: 1670
32272 39885 32277 23842 16896 43855  #SUP: 1 #UTIL: 1673
26734 41791 24465 24462 630 4099 11824 11783  #SUP: 1 #UTIL: 1674
27637 4066 2192 16901 2190 13743  #SUP: 1 #UTIL: 1674
473 22459 11364 13874 16152 8178 21283 8159 11844 39435 39430  #SUP: 1 #UTIL: 1676
45960 39138  #SUP: 1 #UTIL: 1680
21485 10821 13447 20120 20117 39127 16911 39388  #SUP: 1 #UTIL: 1683
32042 3881 2056 21361 3880 10780  #SUP: 1 #UTIL: 1684
27457 40044 30894 39366 13710  #SUP: 1 #UTIL: 1685
12135 11425 11420 11424 4974 39481 16975  #SUP: 1 #UTIL: 1686
34213  #SUP: 2 #UTIL: 1278
34213 10843  #SUP: 1 #UTIL: 689
34213 20006 20460  #SUP: 1 #UTIL: 997
31140 11556 31144 31137 28539 14616 2304 7317 22888  #SUP: 1 #UTIL: 1689
5349 4286 18262  #SUP: 1 #UTIL: 1694
16481 13071 29999  #SUP: 1 #UTIL: 1695
35267 15352 8176  #SUP: 1 #UTIL: 1695
43548 5166  #SUP: 1 #UTIL: 1695
8672 8684 21954 27206 8186 39433 39334  #SUP: 1 #UTIL: 1699
28858 6099 12251 43636 5666  #SUP: 1 #UTIL: 1699
45349  #SUP: 1 #UTIL: 1699
4916 8070 15443  #SUP: 1 #UTIL: 1700
2940  #SUP: 2 #UTIL: 297
2940 1412 3234 14534 14537 19783 39681  #SUP: 1 #UTIL: 1394
2940 31534  #SUP: 1 #UTIL: 307
40069 20413 16893  #SUP: 1 #UTIL: 1701
29308 22450 16977 16967  #SUP: 1 #UTIL: 1702
44761 1954 9180 13718  #SUP: 1 #UTIL: 1707
29856 42375 43902 39686 39688  #SUP: 1 #UTIL: 1710
34257 1761 39334  #SUP: 1 #UTIL: 1711
36191 211 37019 24 21 22 57  #SUP: 1 #UTIL: 1711
27797 39586 14070 40914 14079 1976 5664  #SUP: 1 #UTIL: 1712
17486  #SUP: 2 #UTIL: 294
17486 11904 32450 11484 39420 39430  #SUP: 1 #UTIL: 1322
17486 17490  #SUP: 1 #UTIL: 392
15109 33971 13878 39454 21308  #SUP: 1 #UTIL: 1715
31653 31646 27366 6344  #SUP: 1 #UTIL: 1716
26226 21826 7631 9423 16123 44497 16977  #SUP: 1 #UTIL: 1717
27013 5681 44131 16146 12274 43870 21015  #SUP: 1 #UTIL: 1720
3255 14614 12159 669 5634  #SUP: 1 #UTIL: 1723
26443 33870 7831 27 39189  #SUP: 1 #UTIL: 1723
37650 40227 22062 7432 6071 8276 12155 21291  #SUP: 1 #UTIL: 1725
19866 45467 45466  #SUP: 1 #UTIL: 1726
14945 35359 31770  #SUP: 1 #UTIL: 1727
33153  #SUP: 2 #UTIL: 298
33153 26874 1774 8277  #SUP: 1 #UTIL: 563
33153 22644 27794 26518 39682 39681  #SUP: 1 #UTIL: 1165
1002 15113 21455 10990 5167 3487  #SUP: 1 #UTIL: 1730
36792 6334 2117 12244 12460 16900  #SUP: 1 #UTIL: 1732
9695 31352 18796 8963 13743  #SUP: 1 #UTIL: 1733
14463 6942 37500 25549 28442 31529  #SUP: 1 #UTIL: 1733
30496 16335 16228 13931 21770 4972  #SUP: 1 #UTIL: 1733
24958 7790 18225 12285 9105  #SUP: 1 #UTIL: 1734
8096 12130 44497  #SUP: 1 #UTIL: 1735
26836 15017 16985  #SUP: 1 #UTIL: 1736
35036 33943 35040  #SUP: 1 #UTIL: 1738
39888 27692 16154 27366 21199 8643  #SUP: 1 #UTIL: 1738
8127 11100 19978 1752 2296 5633 21736  #SUP: 1 #UTIL: 1740
24500 40373 8379 8329 36204 11824  #SUP: 1 #UTIL: 1741
44701 30504 4506 18521 44471 27365 12737 8656  #SUP: 1 #UTIL: 1743
6803 4238 12352 16539 16699 2181 21291 16122 21258 1789  #SUP: 1 #UTIL: 1744
36349 18950 6642 21299 12743  #SUP: 1 #UTIL: 1744
2603 15724 10322 21418 21992  #SUP: 1 #UTIL: 1745
16045 39706 31013 36585 36305  #SUP: 1 #UTIL: 1745
23260 16001 25203 18350 4974 39429 39432 16977 16967  #SUP: 1 #UTIL: 1745
25691 13086 23130 12307 1777 39688  #SUP: 1 #UTIL: 1746
32476 30405 30409 8325 14895 5709 31867  #SUP: 1 #UTIL: 1746
45692 16129  #SUP: 1 #UTIL: 1749
12750 20759 23957 20397 7517 10749 13750 39371 13914 26149  #SUP: 1 #UTIL: 1751
43526  #SUP: 2 #UTIL: 181
43526 40271 42923 40273 28252 16166 5451 5448 36202  #SUP: 1 #UTIL: 1227
43526 28420 4742 39435  #SUP: 1 #UTIL: 524
37854 12251 6007 13791 422 6008 5664 420 16975  #SUP: 1 #UTIL: 1754
1101 21540 2020 2025  #SUP: 1 #UTIL: 1756
36911 31055 39688  #SUP: 1 #UTIL: 1757
16463 2004 19656 12256 21736  #SUP: 1 #UTIL: 1761
20254 20446 39396 13749 39359 21015  #SUP: 1 #UTIL: 1762
1205 45990 46067 45987 27687 2151 2152 20192  #SUP: 1 #UTIL: 1764
19407 19475 33765 35192  #SUP: 1 #UTIL: 1766
35070 17086 18641  #SUP: 1 #UTIL: 1767
29294 18837 40044 10491 26165 16834 13750 1833 39454  #SUP: 1 #UTIL: 1768
9280 10850 12323 10851 15340 44327 26634 5664 13709 16971  #SUP: 1 #UTIL: 1771
19002 29466 3195  #SUP: 1 #UTIL: 1774
32666 9758 45915 12326 28422 44489  #SUP: 1 #UTIL: 1774
5338 4074 12772 12764 39333 22901  #SUP: 1 #UTIL: 1775
41739 17487 43606 43595 43389 26527 39465 5644 43506 28535 13743  #SUP: 1 #UTIL: 1775
15890 22065 46058 18760 43425 33530 33529  #SUP: 1 #UTIL: 1776
17102 39432  #SUP: 1 #UTIL: 1776
9287  #SUP: 2 #UTIL: 198
9287 11853 12301 44327 31025  #SUP: 1 #UTIL: 563
41686 20093 41687 14054  #SUP: 1 #UTIL: 1777
31034 31036 31033 40343 31035 31103 31029 31096 27255 13791  #SUP: 1 #UTIL: 1780
1066 4641 24333 24329 16832 10749 16979 39388  #SUP: 1 #UTIL: 1782
33453 29093 35135 33150 30616 38664 9237 39452  #SUP: 1 #UTIL: 1782
39392 5699 31867 13756 39434 39305 11780 11824 13746 11783 39430 13743  #SUP: 1 #UTIL: 1786
40810 41332 16989  #SUP: 1 #UTIL: 1787
24688  #SUP: 2 #UTIL: 507
24688 36810 41820 36202  #SUP: 1 #UTIL: 825
4776 18364 18365 13055 13059 14052 39288  #SUP: 1 #UTIL: 1790
26324  #SUP: 2 #UTIL: 798
26324 37800 6071  #SUP: 1 #UTIL: 1392
26638 16122 39681  #SUP: 1 #UTIL: 1794
36421  #SUP: 1 #UTIL: 1794
35176 22653 21374 34935 5634  #SUP: 1 #UTIL: 1795
41139 24463 45629 41599  #SUP: 1 #UTIL: 1796
26683 22829 14804 21780 39420 16971 39430 16977  #SUP: 1 #UTIL: 1797
14447 34968  #SUP: 1 #UTIL: 1798
29880 22907 44427  #SUP: 1 #UTIL: 1798
41137 42638 42212 44988  #SUP: 1 #UTIL: 1798
1408 23022 20086 38609 43389 44266 5650 22896  #SUP: 1 #UTIL: 1800
35482 33688 33858 8102 39687  #SUP: 1 #UTIL: 1800
25566  #SUP: 2 #UTIL: 798
25566 7327 21736  #SUP: 1 #UTIL: 833
25566 39686 21258 43913  #SUP: 1 #UTIL: 971
2429  #SUP: 2 #UTIL: 417
2429 2227 7305 26439 7327 421 26438 29135 39617  #SUP: 1 #UTIL: 1535
11973 21812  #SUP: 1 #UTIL: 1813
38918 5688 14533  #SUP: 1 #UTIL: 1813
1159 28544 1472 1087 29135 36202  #SUP: 1 #UTIL: 1814
38017 4459 31222 36114  #SUP: 1 #UTIL: 1814
38929 25480 25481 25478 6009 16129  #SUP: 1 #UTIL: 1817
36338  #SUP: 2 #UTIL: 278
12647 6244 6774 15767 18262 44134 39189  #SUP: 1 #UTIL: 1820
39972 10801 10799 21039 22828 12245 39189 15802 44132  #SUP: 1 #UTIL: 1822
21148 21150 24219 21152 33883 10841 15343  #SUP: 1 #UTIL: 1824
28898 28974 18368 18362 36202  #SUP: 1 #UTIL: 1824
35594 35595 19203 1388  #SUP: 1 #UTIL: 1824
4237 25739 5363 10334 5377 5380 10316 5367 5444 1836 36116 36305 36114  #SUP: 1 #UTIL: 1825
28344 29165 34110 28467 28468  #SUP: 1 #UTIL: 1825
24281 24282 43418 22896 28536 16979 22888  #SUP: 1 #UTIL: 1830
22478 39982 19723 522 13094 8321  #SUP: 1 #UTIL: 1831
22430 29910 666 24096 21349 21347 12255 26149  #SUP: 1 #UTIL: 1833
33255 2707 4509 4472 26150  #SUP: 1 #UTIL: 1833
44127 43736 43873 23498  #SUP: 1 #UTIL: 1834
8919 13752 28561  #SUP: 1 #UTIL: 1835
12004 9625 33531 8326 10493 39640 13710 12268 31529 16881  #SUP: 1 #UTIL: 1836
19527 30326 35989 19972 8956 43636 13718  #SUP: 1 #UTIL: 1840
19063 2208 21005 29618 39687 16978  #SUP: 1 #UTIL: 1841
28152  #SUP: 2 #UTIL: 678
35819 15258 14307 12415  #SUP: 1 #UTIL: 1844
38448 5456 38445 5391  #SUP: 1 #UTIL: 1845
581 33789 36233  #SUP: 1 #UTIL: 1847
21695 2288 44131 12228 21823  #SUP: 1 #UTIL: 1848
1580 3211 42431 8525 6827 16977  #SUP: 1 #UTIL: 1850
33952  #SUP: 2 #UTIL: 1198
33952 12213 31855 5644  #SUP: 1 #UTIL: 1005
33952 39681  #SUP: 1 #UTIL: 848
29174 12184 4078 39282 39687 16975  #SUP: 1 #UTIL: 1858
1522 13253 11342 1785 11336 4974  #SUP: 1 #UTIL: 1859
32191 32114 14409 6404 18562 16977  #SUP: 1 #UTIL: 1860
23753 14763 20497 14757 14764 14751 14758  #SUP: 1 #UTIL: 1862
22666 8091 12463 39138  #SUP: 1 #UTIL: 1867
32256 21533 4696 21538 21531 12163 2123 12244 9087 6009 11405 3817 3057 2934 39481  #SUP: 1 #UTIL: 1871
15787  #SUP: 3 #UTIL: 150
15787 10837 5654 523 5650 5645 39470 21749 39334 39333  #SUP: 1 #UTIL: 1606
15787 11864  #SUP: 1 #UTIL: 169
15787 39256  #SUP: 1 #UTIL: 97
2985 7785 13718 39419  #SUP: 1 #UTIL: 1873
16332 12834 13876 14748 14749 12285 28442  #SUP: 1 #UTIL: 1873
15910 27765 3124 8275 12011 11824  #SUP: 1 #UTIL: 1875
5800 7953 15400  #SUP: 1 #UTIL: 1877
24680 39138 39305 13743  #SUP: 1 #UTIL: 1878
11873 11875 2198 12335 4683 28440 22041  #SUP: 1 #UTIL: 1879
41975 7615 37412 27214 21780 39437  #SUP: 1 #UTIL: 1879
41071  #SUP: 2 #UTIL: 398
41071 17490 16133 12234 14995 12314  #SUP: 1 #UTIL: 1682
23281 23490 36235 36202 39684 5666  #SUP: 1 #UTIL: 1882
41434 41433 32284 4808 8600  #SUP: 1 #UTIL: 1883
5472 23713 2229 18262 20259 6094 3707 39189  #SUP: 1 #UTIL: 1885
8755 15194 21336 30605 4336 17085 16129 39388  #SUP: 1 #UTIL: 1885
32474 20531 30581 20658 20528 1891 6018 39435 16977  #SUP: 1 #UTIL: 1886
3314 9746 35136  #SUP: 1 #UTIL: 1887
30336 30384 30380 30387 15833 16970 21804 43852 16980 39388  #SUP: 1 #UTIL: 1888
30218  #SUP: 2 #UTIL: 238
30218 31869 11824 11783  #SUP: 1 #UTIL: 369
17600 1981 27198 37285 16358  #SUP: 1 #UTIL: 1891
22207 22017 23828 19199 19200 6031  #SUP: 1 #UTIL: 1891
40564 6009 12343 15108 21286 16977  #SUP: 1 #UTIL: 1891
45569  #SUP: 2 #UTIL: 1798
45569 8328  #SUP: 1 #UTIL: 994
1425 34470 21853  #SUP: 1 #UTIL: 1896
19016 21347 5715 31867 12255 11780 11824 11783  #SUP: 1 #UTIL: 1896
13548 39688  #SUP: 1 #UTIL: 1898
30914 35716 35352 28552 43506  #SUP: 1 #UTIL: 1899
21576  #SUP: 2 #UTIL: 618
21576 24271 39288 5163 39289  #SUP: 1 #UTIL: 1283
21576 4099 16881  #SUP: 1 #UTIL: 617
32792 35917 6954 37527 14997  #SUP: 1 #UTIL: 1901
33721 9088 5644 5746 9205 5666 16967  #SUP: 1 #UTIL: 1901
38265 38266 30688 41184 39587  #SUP: 1 #UTIL: 1909
34333 8228 39761 14947 15268 31939 20530 4374 5666  #SUP: 1 #UTIL: 1910
28070 21262 26527 26518 12415 5646  #SUP: 1 #UTIL: 1911
5845  #SUP: 2 #UTIL: 1017
5845 24072 5644 16976  #SUP: 1 #UTIL: 1156
5845 15115 14836 16894  #SUP: 1 #UTIL: 756
11737 15735 16136 15731 21353 9426 44522 16976  #SUP: 1 #UTIL: 1912
21154 21156 21408 31542 39334 36202  #SUP: 1 #UTIL: 1912
33980 34338 41688 44928 12326 35154 5644  #SUP: 1 #UTIL: 1913
28616 37488 31152 1890 5633 39138  #SUP: 1 #UTIL: 1915
1201  #SUP: 2 #UTIL: 1398
1201 10847  #SUP: 1 #UTIL: 724
1201 39191 39682  #SUP: 1 #UTIL: 1194
7995 7963  #SUP: 1 #UTIL: 1918
22507 18929 13627 9140 4149 22887 5344 12467 7293 16967  #SUP: 1 #UTIL: 1918
42161 31221 43991 44002 5716 39127 5667  #SUP: 1 #UTIL: 1918
92  #SUP: 2 #UTIL: 198
23288 39064 31136 19652 4935 4932 28537 39138  #SUP: 1 #UTIL: 1921
38358 32252 21386 43506 22889  #SUP: 1 #UTIL: 1923
104 29653 34233 85 108 19326 15481 18522 31534 21930 21850  #SUP: 1 #UTIL: 1924
29447 25570 792 16843 26162 1761  #SUP: 1 #UTIL: 1924
32277  #SUP: 2 #UTIL: 198
32277 30660 39481  #SUP: 1 #UTIL: 251
8948 26576 38646 3698 22035 12216 12522 3690 33538 3680 39617 39452  #SUP: 1 #UTIL: 1929
19895 5681 9441 28323 40338 19889  #SUP: 1 #UTIL: 1929
100 17890 39239 39224 43181 39241 39256 4099  #SUP: 1 #UTIL: 1930
33930 12677 21279 4742 4469 729 13727 4972  #SUP: 1 #UTIL: 1930
8764  #SUP: 2 #UTIL: 558
8764 21115 21113 12523 12524 21721 12522 39393 16977  #SUP: 1 #UTIL: 1654
33917 28300 35153 4728  #SUP: 1 #UTIL: 1933
12679 14377 2086 12682 12376  #SUP: 1 #UTIL: 1934
36158 36241 36337 36120 39688  #SUP: 1 #UTIL: 1935
29736 23973 1981 16977  #SUP: 1 #UTIL: 1936
11605 12031 3987 12511 10889 4442 39276 5644 16967  #SUP: 1 #UTIL: 1937
41407 4480 39138  #SUP: 1 #UTIL: 1938
20884 33501 33479 14794 33504 30713 14816 39239  #SUP: 1 #UTIL: 1940
1596 7609 15660 39289 39419  #SUP: 1 #UTIL: 1942
39863 19813 27257 10696  #SUP: 1 #UTIL: 1942
42475 24494 44419 39821 43943 43852 1758 11844 11780 11824 11783  #SUP: 1 #UTIL: 1942
32319 35198 3301 11882 5727  #SUP: 1 #UTIL: 1944
36579 1915 12307 39191 11832 39470 28537 11844 43803 11780 11783 13743  #SUP: 1 #UTIL: 1944
37633 34176 19019 35986 5722  #SUP: 1 #UTIL: 1945
30115 30143 34407  #SUP: 1 #UTIL: 1947
698 1951 1857 39821 27561 1837 18788 16986  #SUP: 1 #UTIL: 1948
27782 19818 39396 39684 16977  #SUP: 1 #UTIL: 1952
11718  #SUP: 2 #UTIL: 998
11718 11035  #SUP: 1 #UTIL: 677
11718 2231 21759 2232  #SUP: 1 #UTIL: 1276
12585  #SUP: 2 #UTIL: 258
12585 34201 18581  #SUP: 1 #UTIL: 1366
12585 12704 39432  #SUP: 1 #UTIL: 587
2565 24098 46046 9168 3669 822 43868 43408 39388 21015 16967  #SUP: 1 #UTIL: 1954
16276 16277 45746 1819 27364 21736  #SUP: 1 #UTIL: 1960
3693 32771 34182 31144 31137 6031 16879  #SUP: 1 #UTIL: 1962
4618 21962 3706 21857 6426 8108 2018 8110 16976  #SUP: 1 #UTIL: 1962
6657 30283 16140 7220 1819 16978 39688  #SUP: 1 #UTIL: 1962
9823 10079 4726 1979 43765 4379 1852  #SUP: 1 #UTIL: 1962
30662 30675 30688 30691 32251 30695 30687 39451 10889 39617  #SUP: 1 #UTIL: 1963
44543 44385 44327 26155 9158 13743  #SUP: 1 #UTIL: 1964
5317 24202 1653 14267 9426 14537 18564 31529 21850 21893  #SUP: 1 #UTIL: 1965
4224 4228 5357 4568 4229 4222 4863 4252 5377 4227 5373 5365 4226 4251 4601 4567 4081  #SUP: 1 #UTIL: 1966
29619 15832 14100 14103 6009 13914  #SUP: 1 #UTIL: 1967
30751 13940 31046  #SUP: 1 #UTIL: 1967
36990  #SUP: 2 #UTIL: 198
36990 30880 12251 21291 13950 23317 21258 5646 16976  #SUP: 1 #UTIL: 1311
36990 16188 39634 39684  #SUP: 1 #UTIL: 658
33144 32245 33157 18628 33160 28543 425 9434 30611 30605 39454 43803 39435 16967  #SUP: 1 #UTIL: 1970
209 18365 39143 23317 36200 36202  #SUP: 1 #UTIL: 1972
33753  #SUP: 2 #UTIL: 318
33753 33764 12349  #SUP: 1 #UTIL: 757
30232 39688  #SUP: 1 #UTIL: 1977
16220 27475 9433 14068 22397 22030 31535 13898 6807 4375 31529  #SUP: 1 #UTIL: 1981
22461 16886 39684  #SUP: 1 #UTIL: 1983
36106 12491 5445 16251 10788 13982 16237 36200  #SUP: 1 #UTIL: 1983
8824 12470 12787 8369 17025 16238 31044  #SUP: 1 #UTIL: 1984
17096 33631 14782 40591  #SUP: 1 #UTIL: 1987
1730 15604 33857 509 39191  #SUP: 1 #UTIL: 1988
43064  #SUP: 2 #UTIL: 1990
36015 36016 31401 21500 16975  #SUP: 1 #UTIL: 1991
34586 34593 34596  #SUP: 1 #UTIL: 1992
2290 2288 8981 12321 12289 12231 12269  #SUP: 1 #UTIL: 1993
7750 3371 19299 19146  #SUP: 1 #UTIL: 1995
8933 24277 43786 18448 26153 39687  #SUP: 1 #UTIL: 1995
22944 31697 26236 22395 10463 3618 39333 32365  #SUP: 1 #UTIL: 1995
5064 24282 1777 31495 16971 16979 4972 13730  #SUP: 1 #UTIL: 1997
31006 12494 39206 36203  #SUP: 1 #UTIL: 1997
35088 13866 21297 39419  #SUP: 1 #UTIL: 1997
29225 15027  #SUP: 1 #UTIL: 1998
7951  #SUP: 1 #UTIL: 1999
29731 22531 20495 14654 11360 9007  #SUP: 1 #UTIL: 1999
25636 3932 37212 2851 39688  #SUP: 1 #UTIL: 2002
11765  #SUP: 2 #UTIL: 270
11765 21691 38669 24991 24995 6472 22857 6445  #SUP: 1 #UTIL: 1773
11765 39684  #SUP: 1 #UTIL: 230
14728 23846 38626 11834 35441 21113 18593 41670 4464  #SUP: 1 #UTIL: 2007
1661 34362 16009 1103 34951 12737 39452  #SUP: 1 #UTIL: 2008
31989 2253 3934 31916 31911 37335 3707  #SUP: 1 #UTIL: 2012
29038 29061 38852 18868 18872 43460 38857 9429 41187  #SUP: 1 #UTIL: 2013
31135 41433 22891 12529 12527 5048 12525 12523 12524 12522  #SUP: 1 #UTIL: 2015
1259 6213 21454 35441 6162 6160 25536 6165  #SUP: 1 #UTIL: 2017
32903 16880 26163 10747 26635 39435 39430 16967  #SUP: 1 #UTIL: 2017
4889 33772 34951 15714 4114 43502 39305 39610  #SUP: 1 #UTIL: 2019
34870  #SUP: 2 #UTIL: 1258
34870 22062 39256 39684  #SUP: 1 #UTIL: 895
43087 4067 4390 7593  #SUP: 1 #UTIL: 2024
4924 4926 43437 37416 8617 37500  #SUP: 1 #UTIL: 2031
10899 22012 23254 37035 21281 14158 10986 10985  #SUP: 1 #UTIL: 2032
16489 18834 18836 2307 43630 18746 2972 16981  #SUP: 1 #UTIL: 2032
35576 34846 35649 11132 34857 39388  #SUP: 1 #UTIL: 2032
37645 37646 33337 30070 30505 7303 39389  #SUP: 1 #UTIL: 2032
5970  #SUP: 3 #UTIL: 2034
2512 2768 27178 16192 21030 523 11844 16985 16977  #SUP: 1 #UTIL: 2038
4680 11786 10986 16302 10977  #SUP: 1 #UTIL: 2041
24463  #SUP: 2 #UTIL: 198
24463 41819  #SUP: 1 #UTIL: 248
2083  #SUP: 2 #UTIL: 798
2083 10961 43500 16901  #SUP: 1 #UTIL: 1048
2083 739 21308  #SUP: 1 #UTIL: 997
26455 5676 29254 35159 21681  #SUP: 1 #UTIL: 2046
33895 42478 25286 28695  #SUP: 1 #UTIL: 2046
4619 5035 13429  #SUP: 1 #UTIL: 2047
10365 13087 10574 15897 5633  #SUP: 1 #UTIL: 2048
36160 36192 25743 7537 22792 7503 7508  #SUP: 1 #UTIL: 2050
17033 12422 8047 3520 43550 9088 4973 16985  #SUP: 1 #UTIL: 2051
16221  #SUP: 3 #UTIL: 465
16221 13973 13988 26945  #SUP: 1 #UTIL: 842
16221 19059 8356 16967  #SUP: 1 #UTIL: 871
16221 492 39256  #SUP: 1 #UTIL: 341
27348 42718 824 15108 16985  #SUP: 1 #UTIL: 2054
39129 4111 6431 12011 31869 11844  #SUP: 1 #UTIL: 2055
1225 33544 5827 3276 4715 4714 39256  #SUP: 1 #UTIL: 2058
16579 31233 44407  #SUP: 1 #UTIL: 2058
36630 21362 20141 8273 36305 36200 16977  #SUP: 1 #UTIL: 2059
11715 4615 29997 39127 31529 22888  #SUP: 1 #UTIL: 2062
6653 33659 46062 14686 32902 46054 10951 3690 39189 39610 39388  #SUP: 1 #UTIL: 2063
33873 22525 14502 12588 28357 39388  #SUP: 1 #UTIL: 2063
18399 12401 12402 14262 8214 20037  #SUP: 1 #UTIL: 2064
30680  #SUP: 2 #UTIL: 747
30680 15465 3744  #SUP: 1 #UTIL: 1066
11409 6776 31050 10987  #SUP: 1 #UTIL: 2065
5534 2050 24890 38246 13118 35982 8646 31529  #SUP: 1 #UTIL: 2068
42106 38642 38641 28298 39651 1758 21286 39305 16881 32365 39430 16975  #SUP: 1 #UTIL: 2069
31527 2802 29571 18440 21316 18438 823 1761 39617 39452 39419 5666  #SUP: 1 #UTIL: 2070
18673 44012 19799 8707 9439 44384 21347 12343  #SUP: 1 #UTIL: 2071
119 24093 12465 2196 7314 1782  #SUP: 1 #UTIL: 2074
7055 23774 44489 44707 21347  #SUP: 1 #UTIL: 2077
25284 38903 8331 8333 8332  #SUP: 1 #UTIL: 2079
32840  #SUP: 2 #UTIL: 698
22072 19817 33689 8333 14903 18440 33529  #SUP: 1 #UTIL: 2080
35769 34563 1685 10988  #SUP: 1 #UTIL: 2084
20921 10813 17081 44425 5640 5637 11824  #SUP: 1 #UTIL: 2085
27039 11048 37311 442 16981 13727 2190  #SUP: 1 #UTIL: 2087
31790  #SUP: 2 #UTIL: 258
31790 42923 14842 5300 31532 5667  #SUP: 1 #UTIL: 1253
31790 43642 21537 41187 32366  #SUP: 1 #UTIL: 835
37621 39519 28538 18768 19783 39452 39610 2851  #SUP: 1 #UTIL: 2088
775  #SUP: 2 #UTIL: 278
775 40911 2084 1975 39681  #SUP: 1 #UTIL: 1734
775 825  #SUP: 1 #UTIL: 357
10726 1134 30684 39082 12530 4350 12521 22828 16123 21841 16976  #SUP: 1 #UTIL: 2096
26372 29627 29626 29995  #SUP: 1 #UTIL: 2096
29040 23245 8725 16280 15057 1763 39241 31099 16969  #SUP: 1 #UTIL: 2096
2324 39688  #SUP: 1 #UTIL: 2098
16267 24195 25424 25422 3743 46084 37345 16228  #SUP: 1 #UTIL: 2102
39939 7774 515 7589 21771 21733 13727 16971  #SUP: 1 #UTIL: 2102
8444  #SUP: 2 #UTIL: 200
8444 13087 21563 21565 12860 39256 43408 39388  #SUP: 1 #UTIL: 1026
1473 7993 16895 16979  #SUP: 1 #UTIL: 2106
20198 20190 20209 20189 15841 20191 43765 39634 9201 39609 13743  #SUP: 1 #UTIL: 2110
1094 35646 26557 21289 12523 12236 39529 39420 13756 13736 39617 39305 4972 39419 39684 39430 13743  #SUP: 1 #UTIL: 2113
30557 30560 20091 2464 4781 9178  #SUP: 1 #UTIL: 2113
34395 18114 34117 19650 5646  #SUP: 1 #UTIL: 2114
6372 8341 18729 36204 37445  #SUP: 1 #UTIL: 2115
13729 39288 43462 39289 39684 16978 16967  #SUP: 1 #UTIL: 2115
28247  #SUP: 2 #UTIL: 288
28247 12510 28269 16977  #SUP: 1 #UTIL: 1183
28247 28256 14581 21736  #SUP: 1 #UTIL: 932
16482 24248 30674 44699 44470 39612 39453 39434 39617 13743  #SUP: 1 #UTIL: 2118
38679 494 2055 22074 8652 43913 22359 39388  #SUP: 1 #UTIL: 2123
6000 28155 31301 39171 39688  #SUP: 1 #UTIL: 2126
15118 14855 31698 6095 39242 39189 39289 36053 31529 5666 16967  #SUP: 1 #UTIL: 2126
30880 21291  #SUP: 2 #UTIL: 416
30880 21291 12166 31529 5666  #SUP: 1 #UTIL: 815
44480 21495 9061 20396 5344 16996 39681 5634  #SUP: 1 #UTIL: 2129
39309 43480 43522 43502 13976 4123 21752 11844 11780 11824  #SUP: 1 #UTIL: 2130
18822 2592 7286 15887 5716 31174 41188 5657 43855 18748 12737  #SUP: 1 #UTIL: 2132
6113  #SUP: 2 #UTIL: 897
6113 39191  #SUP: 1 #UTIL: 689
6113 31532 13731 1834  #SUP: 1 #UTIL: 1444
852 1447 1694 14704 7745  #SUP: 1 #UTIL: 2134
23858 25976 32881 26007 4481 30573 23150 22373 21258  #SUP: 1 #UTIL: 2137
11243 26755 2052 6827 42512 28063  #SUP: 1 #UTIL: 2139
37405 19612 19609 18240 12224 9143 5646 4972  #SUP: 1 #UTIL: 2142
7767 863 17093 16258  #SUP: 1 #UTIL: 2143
24187 44178 18365 39544 18362 16228 5444 39404 39472 5182 39305 39388  #SUP: 1 #UTIL: 2144
5813  #SUP: 2 #UTIL: 758
5813 12026 5645 39688  #SUP: 1 #UTIL: 1766
22459  #SUP: 2 #UTIL: 300
22459 16169 39420  #SUP: 1 #UTIL: 469
25688  #SUP: 2 #UTIL: 198
25688 44082 25682  #SUP: 1 #UTIL: 1898
25688 25689 39684  #SUP: 1 #UTIL: 248
33890 45444 39269 39688  #SUP: 1 #UTIL: 2148
38586 21751 12231 12312 21781 39448 5634  #SUP: 1 #UTIL: 2149
1700 35781 35826 21841 6009 21286 31529  #SUP: 1 #UTIL: 2150
23472 8020 4922 39431 2420 39629 36233 36118 36305 12461 39388 16967  #SUP: 1 #UTIL: 2150
34325 18807 18770 18802 26439 20395 43868 1834 13718  #SUP: 1 #UTIL: 2151
30082  #SUP: 2 #UTIL: 700
30082 24993 21656  #SUP: 1 #UTIL: 648
35 12594 36203 16985  #SUP: 1 #UTIL: 2155
1399 31108 3447 44578 38397 16984 4909 39411 29135 13749 39388  #SUP: 1 #UTIL: 2155
16590 36200 36203 39684 39688  #SUP: 1 #UTIL: 2156
9142 23170 22677 31169 8973 39634 13756 16883 12268 4972 39684  #SUP: 1 #UTIL: 2157
42976 22896 39688  #SUP: 1 #UTIL: 2157
35367 3664 11905 26515 21780 39433 39314 39452 39419 16977  #SUP: 1 #UTIL: 2158
30970 23171 23178 43886 23169 37502 19703 5448 21736  #SUP: 1 #UTIL: 2161
19751 5073 44428 12215 14526 2187 11632 16881  #SUP: 1 #UTIL: 2162
1215 35701 20042 19637 4336 13703 5722 6547  #SUP: 1 #UTIL: 2163
26661  #SUP: 2 #UTIL: 796
